mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-7.242321052282608,3.8441595147108822,-6.69288215,8.189514693856648,-4.210098205543479,3.9359120659728766,-4.522994199999999,5.748734283959846,2.696513847978261,2.826181216109757,1.7477655,3.8950826329456487,down
-9.424845666074766,4.378491740269839,-8.683144,10.38362825556129,-1.1018339000224298,1.057675238860478,-1.1855347,1.5238962988787284,-0.504408861495327,1.5812019703978781,-0.20716919,1.6526529032673334,down
-9.45408555245283,4.562705863514364,-8.66039,10.488165688854602,-1.2237069776415095,0.8361279126277168,-1.25439145,1.479855829842247,-0.3786018370915094,1.1681776371000678,-0.17184264999999999,1.222744613611828,down
-8.670822559532711,3.4459492397241287,-8.434061,9.324524264958463,-1.0292265866074766,1.104100508068026,-0.85023195,1.5056402029128262,-0.12434804985420561,1.00739781033228,0.15687378,1.0103604322571114,down
-8.895163759972222,4.356439174185106,-8.4466355,9.895795731854731,-1.315562501138889,0.9278433494381287,-1.5088623,1.6073663992429188,0.46464873916666666,1.2375733339432613,0.474812625,1.316550355883619,down
-9.66852853271028,3.681118352903264,-8.764574,10.339460087078391,-1.7671359000280373,0.995375137991251,-1.5591577,2.025902615187828,-1.4137772144392524,1.2933900825716744,-1.341211,1.9120642593092534,down
-9.108287133271029,3.552287577928992,-8.474776,9.770450824968446,-0.8623060048663552,0.6507357535218858,-0.91849,1.0784577528530082,-0.2141487851495327,1.3799861327661975,-0.2706372,1.390116418024756,down
-8.696114085420561,3.523079799680138,-8.004155,9.376486048010074,-1.1019143496074766,0.7886243116652775,-1.1460168,1.3528973075423916,0.3193200521869159,0.980405690142063,0.32572266,1.0267314542690285,down
-9.236899066074766,4.146310786121909,-8.308323,10.116893080066864,-1.0837853077850468,0.6884432126548901,-1.1029065,1.2822305460612835,0.2804123433504673,1.1735476683785289,0.14609618,1.201238549234468,down
-9.539387215,4.168803491203548,-9.601633,10.402638073415048,-1.052356845254717,0.713073553796038,-1.04782105,1.2693037065091002,0.1939350970207547,1.1290521756536722,0.09969796,1.1403260983792534,down
-9.216318421370094,4.302175388565383,-8.411308,10.162492789232564,-1.3586867326074767,1.2227322529637805,-1.167572,1.8240425280342958,0.20676456235514018,1.179363286113008,0.24668701,1.1919103575291659,down
-9.517674389439252,4.134433577742809,-8.867559,10.369180974042596,-1.6428877911962618,1.205325864109106,-1.7435743,2.0342844111629974,-0.9110052919691589,1.1856714190776712,-0.7496411,1.4908416690080435,down
-8.600905337476636,2.7506394605062616,-8.749006,9.02612207000038,-0.7434589040186916,1.1185755575079406,-0.7580237,1.3387489893458155,-0.7969301481448599,0.9908400900757962,-0.4646338,1.2679457322187033,down
-9.288145806009346,4.056704160973618,-8.614885,10.12781806903743,-1.0652022153990655,0.8405177745253839,-1.1005114,1.3544457775826053,0.161670657953271,1.2479065549429749,0.3820056,1.2525391167879747,down
-9.44274646814815,4.205232702596302,-8.435259,10.32887711079318,-1.2336124726851851,1.1360585303778556,-1.05859865,1.6734630108951514,0.6199774999166666,1.3004483038044732,0.62869263,1.4352278386245212,down
