mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-8.776672431606558,4.3953510474254704,-2.08176459620459,2.6896720905965354,0.5048384626304918,2.4121312843314207,down
-9.07760327002174,3.8606735399460086,-1.3704706092950312,1.053072388311699,-0.35527124052608694,1.4196818091559706,down
-9.013766761588784,3.746952697533188,-1.0160018874196262,0.7177633600211729,0.1285278701292835,1.2101934418063345,down
-9.424100861083124,4.191942974257889,-1.3522446863875,1.0977912997503176,-0.1712394930765625,1.2746402858143808,down
-9.111630717121118,3.736531176040789,-1.0147729404586956,1.0574351106485995,-0.0031527809301242172,1.3235861462767013,down
-9.05524763465625,3.9876325365064162,-0.847246645598125,0.7389306586201274,0.74898542232625,1.1495305309144002,down
-9.522196984367602,4.01480490238682,-0.5774530808707165,0.9465260729753284,0.25842044707943923,1.2376900146738352,down
-8.805447310949154,5.409842924230641,-1.7641639248576269,2.9571480150259184,1.0817186059220338,2.9247690862268843,down
-8.820759924220779,5.73288595498148,-1.4886205473636365,2.5571590212086797,-0.8294996547237012,2.220766423785669,down
-9.510036842406558,6.415618744761311,-0.8695724097314753,2.005816410800151,-0.13142597383606558,2.5844899348423858,down
-8.967672864363056,4.786144131449116,-0.889356762200637,1.4884973622391964,-0.5226675607484077,2.198890317594875,down
-9.525278196467289,5.2010298670811235,-0.8332627574267913,1.5308757008152785,-0.38475055025451715,1.8654010202278994,down
-9.205287921273293,4.917101424421517,-0.6343342368052794,1.506191961597796,-0.37618617559068324,1.6679574139415239,down
-9.0150922540625,5.861043240309689,-1.5447396109096876,3.775922070730231,1.0105159050375,2.7707421584327,down
-8.206902392235294,3.8926654509253136,-1.9831890552584968,2.8562375398599396,1.445412570661111,2.98369312964861,down
-9.229390465794394,3.5968520571199294,-1.496161119012461,0.9908254003592907,0.41319991706760123,1.1502560949529719,down
-9.091292698193548,3.346742414851301,-1.307665087580645,0.8821049817139685,-0.05011152229032258,1.0117131810091355,down
-9.11485550153894,3.6603568740680283,-1.0661027586542056,0.8155365587902152,0.30605096687165106,1.1393596658126361,down
-9.307189787853124,3.5206615022820213,-1.451725830325,1.221920456939914,0.099155494634375,1.2676434075187388,down
-8.986357927198757,3.3906864898988007,-1.1862625602090062,0.9547231068820669,0.25140562547826084,1.3009636220407563,down
-9.246554381589062,4.065964274003417,-1.0411214006290623,1.061289790815701,0.4435385162090625,1.2916241158395068,down
-9.234880665607477,4.131729816325537,-0.7041258154641745,1.3964476210348735,0.44086644731993774,1.2898075324269598,down
-9.404832745470404,4.170402234015707,-1.4700903501950155,2.6575798738585443,1.0846861149112148,2.6173352230670632,down
-8.460911706852459,3.828787982687609,-2.2524646056059017,2.431111706461447,1.5370220798409835,2.4472907809380264,down
-9.191119994257765,3.689346810561949,-1.3101135507152173,0.9385574980610675,0.40354391592546585,1.1334795558235742,down
-8.975309862887851,3.1787244939243164,-1.2547615659292835,0.9152459593523674,0.1433372785046729,1.3375938717994311,down
-9.244852228374999,3.895790781900469,-1.0207724024203126,0.9142223121304813,0.161688290515625,1.3247012472433242,down
-9.300724381641745,3.875169736411624,-1.1327350067426791,0.8285971843066775,0.3337721666364486,1.355407758449981,down
-9.17368294517134,3.5784089912338324,-1.1470506666504674,1.0360246409536136,-0.022798849348909654,1.4887848104422916,down
-9.239975905436136,3.8008472890396425,-1.124678916923676,0.6697277575293406,0.29817374244766354,1.075834753253634,down
-9.191524224327102,3.9943875338732044,-0.7851069699968848,0.9109304526556379,0.22818621675389408,1.4808874372260479,down
-8.233873422837839,5.320414007193511,-2.3085566689054056,3.0675780044791194,1.3376514370135135,2.8693839272377946,down
-8.586381181442622,3.544183452076334,-1.6027166171967213,1.7595835045990553,1.1105112022885246,2.7708512205051,down
-9.288475376832299,3.5205758406474468,-0.8334601657680124,0.7622670768926191,0.05261531693913043,0.8915014880833761,down
-9.0562751145625,3.103696331861201,-0.84178140975,0.730644712107002,-0.5083240426625,1.2157161417805566,down
-9.310782904654205,3.7833613097907453,-1.0631653684517133,0.729537003083264,0.15297755261433021,1.0559950337607313,down
-9.344900912286604,3.4605106242776533,-1.0350338688149532,0.8903469392917682,-0.11574123728878503,1.024354867453838,down
-9.170984961140187,3.2998288809990366,-0.997554756935514,0.5331158653684606,0.25172187758255454,1.1655237029528522,down
-9.28074300080997,3.721970736998607,-0.6891506742336448,0.6782933805349748,0.2870589035909657,0.8504787465907583,down
-9.053659690793749,3.4884349074082883,-1.0165470963384375,0.6960594681230725,0.23799165983625,0.9192673006858925,down
-7.603677680701864,4.899621388744625,-1.12783777475,2.4952830504243004,2.534598037285714,3.5712009559750295,down
-8.750350461016394,3.7567573561003793,-1.58184787936,1.8636219142905819,1.377029772477705,2.6940541322332625,down
-9.256386027453416,3.997168277644454,-1.1503801229459627,1.09415865868026,0.4636063277959627,1.2818923680963181,down
-9.35066173590625,3.7848632153415775,-0.942876199096875,1.0756869260482043,-0.41063577328281253,1.3401957343889443,down
-9.240981464978194,4.162399046390507,-0.8752708451517135,1.0852912595208104,0.09713301442990654,1.5664815852436933,down
-9.194016953239876,4.274991981252001,-1.279716550823053,1.4209995146934589,-0.4794201562389408,1.8448212807143936,down
-8.978015328089409,3.8126040822171388,-1.0730261994218069,1.0492686580466377,0.2103526805847352,1.18313950252399,down
-9.158154323790624,3.9301650692575856,-0.9909839078765625,0.8981042420622244,0.5052243469571874,1.2478998161068944,down
-9.342439325792188,3.9900194878666078,-0.9411700820484376,0.9504193776913732,0.29122466091468746,1.0926341233545458,down
-4.6043256538555895,5.207358492141173,1.6623933946273293,4.641520213658854,5.886880132784783,4.161149045596258,down
-7.827161725829509,4.270712729343174,-0.7285465199596721,3.1409109025332733,2.4095569691095085,3.4082443971936933,down
-8.898923060498444,3.5302321342017815,-1.1194386088971962,0.5641159345701822,0.7078110964691589,0.8745768168420354,down
-9.373275440965731,3.658786709602975,-1.1982057700881619,1.0563517578505746,-0.20720854344859815,1.3573696555337518,down
-9.088460101510902,4.1220560093492855,-0.8968448554859813,0.9094111688665947,0.7568483793199376,1.3128186760168918,down
-9.31748942105919,4.0017755419486365,-1.0142360703962616,0.8590597454632849,-0.3249257213271028,1.3056701200508993,down
-9.307696728514019,4.05112886762405,-0.8022523306682242,0.8084010800790019,0.4500883050520249,1.3854881766294953,down
-9.37661300229375,4.114972096370681,-0.96531484958125,0.7271519956138075,0.4939933998475,1.173988984192473,down
-9.215087108707166,4.238228871181349,-0.8237122205850467,0.7466954711956055,0.3923755380925234,1.2445497214341448,down
-8.951862713524752,4.689145615558696,-2.189538278910891,1.613096300026594,0.12593252473300331,2.4828139818214954,down
-9.100059592415217,4.884330821304179,-1.89160266624441,1.3243818498270796,-0.5654990778664596,1.7850940173452474,down
-9.277396561844236,4.629966601806068,-1.1621224910903427,1.144252270568469,-0.2441118034330218,1.6539593918609794,down
-9.110730413303125,4.652614094067207,-1.2502221395334376,1.2188800222170855,-0.48416193527156254,1.6409135984720102,down
-9.166252009736025,4.613113773385558,-1.1168695667406832,1.2146651819186944,-0.056082970621428564,1.4938552298278958,down
-9.021837038875,4.417948969874264,-1.0586394655734375,0.9173458216451864,0.24340620872500002,1.3688353644004851,down
-9.48648681576947,4.507736457271214,-0.7981586793831775,0.990217016316676,-0.005421783376012463,1.3214732818898578,down
-3.8057839545451713,4.456881289750506,1.7495316371890965,5.527087934270663,6.178413998175389,3.8134903177863464,down
-8.632845719803278,3.808317387542815,-1.5578508885721312,2.0262725974648568,1.5697840501629508,2.7143786448543463,down
-9.281286172341614,3.8653186802546786,-0.955070527628882,1.0600224468253001,0.5886695981186336,1.0924241074558059,down
-9.30638611921875,3.713342206790012,-0.913466596146875,1.0192456811263808,-0.1905337600584375,1.2379526144779376,down
-9.119092379657321,3.9983260233879316,-0.8253720116289719,1.0713488218724128,0.3555243365495327,1.11157508823166,down
-9.317273360996742,4.047243172118279,-1.2152616056058632,1.2256239006458007,-0.3655040441651466,1.458741781069593,down
-9.080357595459628,3.737856973773415,-0.8920443254832298,1.0633468954084888,0.4239759288139751,1.2302072563319069,down
-9.23684851921875,4.07927915650078,-0.57507473251875,1.1207616772557598,0.4273152450103125,1.2371899134407673,down
-9.360124757531153,3.9572286823370186,-0.7802229770878505,0.8626729713848422,0.3655719930887851,1.1341275142377685,down
-5.891611754764375,4.5370075064162405,1.2474561802393749,4.940807476822761,5.17015967555,4.11281191393965,down
-8.525317451405229,3.9774101342436188,-2.062117805856209,2.410140837817993,0.7361239465513072,2.3517411845441902,down
-9.365273920031152,4.2728124822067235,-1.6335700667750779,1.0468526774586342,0.26053881362990655,1.2602861814417263,down
-8.977980729501558,3.508456592035036,-0.8912268832613707,1.0130866336865059,0.1739735264330218,1.3551213276029779,down
